"sample_id","subject_id","survey_timestamp","check_point","class"
"1004_1","1004",2022-12-01 18:02:15,"1","Subject"
"1011_1","1011",2022-12-01 13:58:44,"1","Subject"
"1018_1","1018",2022-11-30 12:33:13,"1","Subject"
"1024_1","1024",2022-12-01 12:51:43.5,"1","Subject"
"1025_1","1025",2022-12-02 00:24:25.5,"1","Subject"
"1026_1","1026",2022-12-01 06:26:05.5,"1","Subject"
"1027_1","1027",2022-12-01 18:10:45.5,"1","Subject"
"1030_1","1030",2022-12-01 19:33:09.5,"1","Subject"
"1031_1","1031",2022-12-01 21:06:07,"1","Subject"
"1035_1","1035",2022-12-01 14:52:55,"1","Subject"
"1041_1","1041",2022-11-30 14:00:59.5,"1","Subject"
"1042_1","1042",2022-11-30 16:53:36.5,"1","Subject"
"1043_1","1043",2022-11-30 12:13:37,"1","Subject"
"1046_1","1046",2022-11-30 17:30:53,"1","Subject"
"1050_1","1050",2022-11-30 11:41:52,"1","Subject"
"1052_1","1052",2022-11-30 12:59:24,"1","Subject"
"1056_1","1056",2022-12-01 01:31:19.5,"1","Subject"
"1060_1","1060",2022-12-01 11:36:36.5,"1","Subject"
"1067_1","1067",2022-11-30 13:32:50,"1","Subject"
"1073_1","1073",2022-11-30 14:55:19.5,"1","Subject"
"1076_1","1076",2022-11-30 12:35:43,"1","Subject"
"1080_1","1080",2022-12-01 15:32:39,"1","Subject"
"1081_1","1081",2022-11-30 20:43:38,"1","Subject"
"1084_1","1084",2022-11-30 12:42:42.5,"1","Subject"
"1088_1","1088",2022-12-01 03:10:54,"1","Subject"
"1089_1","1089",2022-11-30 14:40:29.5,"1","Subject"
"1090_1","1090",2022-11-30 17:09:05.5,"1","Subject"
"1091_1","1091",2022-12-01 14:34:53,"1","Subject"
"1094_1","1094",2022-11-30 20:40:48,"1","Subject"
"1098_1","1098",2022-11-30 23:08:59.5,"1","Subject"
"1099_1","1099",2022-12-01 13:06:39,"1","Subject"
"1105_1","1105",2022-11-30 12:08:18.5,"1","Subject"
"1106_1","1106",2022-11-30 12:13:28.5,"1","Subject"
"1114_1","1114",2022-12-01 05:47:07,"1","Subject"
"1120_1","1120",2022-12-03 01:43:34.5,"1","Subject"
"1124_1","1124",2022-11-30 12:51:51,"1","Subject"
"1126_1","1126",2022-11-30 13:18:28.5,"1","Subject"
"1127_1","1127",2022-12-02 16:22:06,"1","Subject"
"1130_1","1130",2022-11-30 21:35:35.5,"1","Subject"
"1137_1","1137",2022-12-01 11:40:10.5,"1","Subject"
"1138_1","1138",2022-12-02 00:25:31,"1","Subject"
"1139_1","1139",2022-11-30 12:13:55,"1","Subject"
"1147_1","1147",2022-11-30 22:21:46.5,"1","Subject"
"1148_1","1148",2022-11-30 12:14:37.5,"1","Subject"
"1156_1","1156",2022-12-01 11:19:54.5,"1","Subject"
"1164_1","1164",2022-12-01 18:40:30,"1","Subject"
"1173_1","1173",2022-11-30 21:53:52,"1","Subject"
"1176_1","1176",2022-11-30 17:53:12.5,"1","Subject"
"1183_1","1183",2022-12-01 11:11:57,"1","Subject"
"1186_1","1186",2022-12-01 02:00:53,"1","Subject"
"1204_1","1204",2022-12-01 08:47:10,"1","Subject"
"1211_1","1211",2022-11-30 13:44:04,"1","Subject"
"1213_1","1213",2022-11-30 13:48:54,"1","Subject"
"1227_1","1227",2022-12-01 02:12:49.5,"1","Subject"
"1231_1","1231",2022-11-30 15:18:53.5,"1","Subject"
"1233_1","1233",2022-11-30 17:54:10.5,"1","Subject"
"1235_1","1235",2022-12-01 21:15:29,"1","Subject"
"1249_1","1249",2022-12-01 03:25:02,"1","Subject"
"1253_1","1253",2022-12-02 00:16:25,"1","Subject"
"1255_1","1255",2022-11-30 17:38:00.5,"1","Subject"
"1258_1","1258",2022-12-01 11:11:35,"1","Subject"
"1262_1","1262",2022-12-01 03:18:32,"1","Subject"
"1265_1","1265",2022-11-30 19:02:16,"1","Subject"
"1271_1","1271",2022-12-01 04:26:10,"1","Subject"
"1276_1","1276",2022-11-30 17:50:37.5,"1","Subject"
"1278_1","1278",2022-12-01 02:35:42,"1","Subject"
"1284_1","1284",2022-12-01 02:49:45,"1","Subject"
"1285_1","1285",2022-12-01 08:42:47.5,"1","Subject"
"1287_1","1287",2022-12-01 09:09:10,"1","Subject"
"1288_1","1288",2022-11-30 19:05:03.5,"1","Subject"
"1296_1","1296",2022-11-30 17:30:49.5,"1","Subject"
