"resilience_total","cdrisc_1","cdrisc_2","cdrisc_3","cdrisc_4","cdrisc_5","cdrisc_6","cdrisc_7","cdrisc_8","cdrisc_9","cdrisc_10","gfma_1_r","gfma_2","gfma_3","gfma_4_r","gfma_5","gfma_6","gfma_7_r","gfma_8_r","gfma_9","gfma_10","gfma_11_r","gfma_12_r","gfma_13","gfma_14_r","gfma_15","gfma_16_r","gfma_17_r","gfma_18","gfma_19","gfma_20_r","gfma_total","gratitude_total","gratitude_1","gratitude_2","gratitude_3_r","gratitude_4","gratitude_5","gratitude_6_r","self_efficacy_total","gse_1","gse_2","gse_3","gse_4","gse_5","gse_6","gse_7","gse_8","gse_9","gse_10","burnout_total","burnout_disengagement","burnout_exhaustion","olbi_1","olbi_2_r","olbi_3_r","olbi_4_r","olbi_5","olbi_6_r","olbi_7","olbi_8_r","olbi_9_r","olbi_10","olbi_11_r","olbi_12_r","olbi_13","olbi_14","olbi_15","olbi_16","perma_pos_emotions","perma_engagement","perma_relationships","perma_meaning","perma_accomplishment","perma_wellbeing","perma_neg_emotion","perma_health","perma_1","perma_2","perma_3","perma_4","perma_5","perma_6","perma_7","perma_8","perma_9","perma_10","perma_11","perma_12","perma_13","perma_14","perma_15","perma_16","perma_17","perma_18","perma_19","perma_20","perma_21","perma_22","perma_23","pfi_fulfillment","pfi_emotexhaust","pfi_disengagement","pfi_1","pfi_2","pfi_3","pfi_4","pfi_5","pfi_6","pfi_7","pfi_8","pfi_9","pfi_10","pfi_11","pfi_12","pfi_13","pfi_14","pfi_15","pfi_16","pss_total","pss_1","pss_2","pss_3","pss_4_r","pss_5_r","pss_6","pss_7_r","pss_8_r","pss_9","pss_10","dom1","dom2","dom3","dom4","who_1","who_2","who_3_r","who_4_r","who_5","who_6","who_7","who_8","who_9","who_10","who_11","who_12","who_13","who_14","who_15","who_16","who_17","who_18","who_19","who_20","who_21","who_22","who_23","who_24","who_25","who_26_r"
33,3,3,4,3,3,3,3,3,4,4,1,0,0,3,1,3,2,0,1,0,0,3,0,1,0,1,0,1,0,3,20,36,7,7,7,7,7,1,28,2,1,3,3,3,4,4,2,3,3,28,14,14,1,2,1,1,2,2,1,2,3,1,4,2,1,2,1,2,9,9,8,9.66666666666667,6.33333333333333,8.4375,4,9,10,8,8,9,9,9,4,3,10,10,10,2,9,4,9,8,9,9,6,4,9,8,9,4,0.25,0,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,25,3,4,3,3,2,3,1,2,2,2,16,16,14.6666666666667,15.5,3,5,3,5,5,5,4,4,5,3,4,3,3,3,4,4,4,5,5,3,4,4,4,4,5,1
39,4,4,3,4,4,4,4,4,4,4,0,0,0,0,0,2,1,1,2,1,0,0,0,1,2,0,1,2,2,1,16,42,7,7,7,7,7,7,37,3,4,4,3,3,4,4,4,4,4,27,15,12,1,2,2,1,1,1,2,1,1,2,1,2,4,1,3,2,7.66666666666667,8.66666666666667,5.66666666666667,9.66666666666667,7.66666666666667,7.875,2.33333333333333,6.66666666666667,10,9,9,7,8,5,2,7,9,8,8,5,5,3,7,7,10,8,5,2,9,7,8,4,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,15,2,2,2,0,2,4,0,2,1,0,16,15.2,4,16.5,5,4,4,4,5,5,4,5,5,3,3,1,4,3,5,2,5,5,4,1,1,1,5,5,5,2
32,3,3,2,3,3,4,3,3,4,4,0,0,0,0,1,2,1,0,0,1,0,1,0,0,1,2,1,1,0,1,12,42,7,7,7,7,7,7,39,4,4,3,4,4,4,4,4,4,4,26,13,13,2,3,2,1,2,2,1,2,1,1,1,2,2,1,2,1,7.66666666666667,8.33333333333333,7.33333333333333,8,9,8.0625,2.33333333333333,7.66666666666667,8,8,8,8,7,8,3,9,8,8,9,5,7,2,7,10,8,8,7,2,8,8,8,2.66666666666667,1,1.16666666666667,3,3,2,3,2,3,1,1,1,1,2,1,1,1,1,1,8,0,0,1,1,0,3,1,1,1,0,16.5714285714286,13.6,13.3333333333333,16,4,4,5,5,4,4,4,4,4,3,3,3,4,3,5,3,4,4,4,3,3,4,5,5,4,2
39,4,4,4,4,4,4,4,3,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,7,7,7,7,7,7,38,4,3,3,4,4,4,4,4,4,4,39,25,14,3,1,4,1,2,1,4,2,4,2,1,2,4,1,4,3,8,8.66666666666667,7.66666666666667,7.66666666666667,7.66666666666667,7.9375,1.66666666666667,6.66666666666667,7,7,7,7,7,7,0,7,7,9,9,2,7,3,8,9,9,6,8,2,10,8,8,1.66666666666667,2.25,0,2,4,0,4,0,0,2,0,4,3,0,0,0,0,0,0,14,2,1,2,0,0,3,1,2,2,1,17.1428571428571,13.6,14.6666666666667,15.5,5,4,5,5,4,4,3,5,3,3,2,4,4,4,4,4,4,5,5,5,1,5,1,5,5,2
40,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.33333333333333,9,9.66666666666667,9.66666666666667,9.33333333333333,9.375,0,8,9,9,9,8,9,9,0,9,10,9,9,0,7,0,10,10,10,9,10,0,9,10,9,4,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2,3,1,3,4,4,2,3,3,3,0,0,2,0,0,2,0,0,0,1,0,1,1,1,2,1,1,0,1,0,13,42,7,7,7,7,7,7,35,4,3,2,3,3,4,4,4,4,4,32,15,17,1,3,2,3,2,2,2,2,2,3,1,1,3,2,2,1,5.33333333333333,4,8.33333333333333,6.33333333333333,3,5.4375,4,7.66666666666667,7,3,4,7,5,9,4,2,6,7,5,8,7,1,8,4,6,9,8,7,3,4,6,3,1.5,0.166666666666667,3,4,3,4,2,2,1,0,2,3,0,0,0,1,0,0,13,3,1,2,1,1,0,2,2,1,0,16.5714285714286,13.6,13.3333333333333,17.5,4,3,5,5,4,3,3,4,5,3,3,4,4,4,5,3,4,4,3,4,1,5,4,5,5,4
40,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,0,2,1,1,2,1,1,1,1,1,21,42,7,7,7,7,7,7,37,4,3,3,4,4,4,3,4,4,4,28,15,13,2,2,1,2,1,2,2,2,2,1,1,1,3,2,2,2,8,5.33333333333333,6.66666666666667,7.66666666666667,6.33333333333333,6.875,3.66666666666667,8.66666666666667,8,6,5,8,9,6,5,5,8,8,8,2,8,3,7,8,7,10,7,3,3,7,8,3,0.5,0,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,16,2,4,1,0,1,2,2,1,1,2,17.1428571428571,13.6,16,15,4,5,5,5,4,4,3,5,4,4,3,3,4,2,5,2,5,4,4,4,4,4,4,4,4,2
30,3,3,3,3,3,3,3,3,3,3,1,2,1,2,1,1,2,2,1,0,1,2,2,2,1,2,2,1,1,1,28,32,7,7,2,7,7,2,29,3,3,3,2,3,3,3,3,3,3,40,19,21,2,2,2,3,2,2,2,2,3,2,2,4,4,3,2,3,7.33333333333333,7.33333333333333,8,7.66666666666667,7.33333333333333,7.4375,4.66666666666667,6.33333333333333,8,7,8,7,8,8,5,7,7,8,8,0,5,5,8,8,8,7,8,4,6,6,6,2.16666666666667,1.25,1.66666666666667,2,2,2,2,2,3,2,1,1,1,2,2,2,1,2,1,20,2,2,2,2,1,2,2,2,3,2,14.2857142857143,15.2,16,12,5,3,4,3,4,5,3,3,3,2,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2
30,2,2,2,4,4,4,4,3,3,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,0,22,35,6,6,6,6,6,5,33,3,3,3,3,3,4,3,4,4,3,32,16,16,1,3,2,2,1,1,1,3,3,1,3,2,3,2,2,2,5.33333333333333,5.66666666666667,4.66666666666667,7,7.33333333333333,6.125,3.33333333333333,8.33333333333333,8,6,6,8,7,3,5,8,7,7,8,2,8,3,5,8,6,9,6,2,3,2,8,2.83333333333333,1,0.166666666666667,3,3,3,3,3,2,1,1,1,1,0,0,1,0,0,0,17,3,2,2,1,2,0,2,2,2,1,14.2857142857143,12,13.3333333333333,15.5,4,4,4,4,4,3,3,4,4,3,3,3,3,2,5,3,3,3,3,3,3,4,5,5,5,2
38,4,4,3,3,4,4,4,4,4,4,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,3,13,38,7,7,7,6,5,6,37,4,1,4,4,4,4,4,4,4,4,29,12,17,1,2,1,2,2,1,1,1,1,3,1,3,4,2,2,2,9,8,8.66666666666667,10,8.33333333333333,8.875,2.33333333333333,8.66666666666667,10,8,10,9,9,10,6,8,10,9,9,0,8,1,9,9,10,9,7,0,5,9,10,4,1.25,0,4,4,4,4,4,4,0,2,2,1,0,0,0,0,0,0,7,0,1,1,1,0,2,0,1,0,1,16.5714285714286,15.2,12,14,4,4,4,5,4,5,4,3,4,3,4,4,4,1,5,4,4,4,5,3,3,3,5,4,3,1
33,3,3,3,3,4,4,3,3,4,3,2,0,2,0,0,0,0,0,0,1,1,2,1,1,1,1,2,0,0,1,15,36,7,7,7,7,7,1,29,3,1,3,3,3,3,3,2,4,4,30,12,18,1,2,1,4,1,2,1,2,1,3,2,2,3,2,1,2,9,8.33333333333333,9.66666666666667,9,6.33333333333333,8.5625,1,10,9,8,10,10,10,10,1,5,10,9,9,0,10,1,9,6,8,10,10,1,6,8,10,3.66666666666667,0.25,0,3,3,4,4,4,4,0,1,0,0,0,0,0,0,0,0,13,1,1,1,3,1,2,1,1,1,1,13.7142857142857,16,17.3333333333333,15.5,5,5,2,5,4,5,3,5,5,2,4,2,3,2,4,3,3,5,5,5,4,4,5,4,5,2
33,4,3,3,4,3,4,2,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,42,7,7,7,7,7,7,37,4,4,2,4,4,4,4,4,3,4,19,8,11,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,8.33333333333333,8.66666666666667,5.33333333333333,7.33333333333333,6.66666666666667,7.4375,3.33333333333333,8,7,8,8,8,9,6,3,5,10,10,10,4,7,2,6,7,5,9,4,5,8,6,10,3.83333333333333,0.25,0,4,4,4,4,4,3,1,0,0,0,0,0,0,0,0,0,7,2,1,1,0,0,1,0,1,0,1,15.4285714285714,16.8,6.66666666666667,16,5,5,3,4,5,5,4,5,5,4,4,2,4,4,5,2,4,5,5,2,1,2,3,5,4,2
36,3,4,4,4,4,4,3,4,3,3,1,1,1,1,0,1,1,2,0,0,2,1,0,0,2,1,1,1,3,1,20,32,7,4,6,5,4,6,34,4,3,3,4,3,4,3,3,3,4,47,26,21,3,4,4,2,2,3,3,3,3,2,3,3,3,2,4,3,5,6.33333333333333,6,7,7.66666666666667,6.4375,4.66666666666667,4.33333333333333,6,7,8,5,5,3,7,7,8,5,5,2,3,6,8,9,7,5,7,1,6,5,7,2.33333333333333,2,2,2,4,1,3,2,2,2,1,3,2,2,2,2,2,2,2,15,2,1,3,0,2,1,1,1,3,1,17.7142857142857,12,14.6666666666667,13,4,2,5,5,3,3,3,5,4,4,4,4,2,2,5,4,4,4,3,3,4,4,4,1,4,2
35,3,3,4,4,4,4,3,3,4,3,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,16,42,7,7,7,7,7,7,32,4,3,3,3,3,4,3,3,3,3,29,14,15,1,2,2,2,2,1,2,2,2,2,1,1,3,2,2,2,8.66666666666667,8.33333333333333,6.66666666666667,8.33333333333333,8,8.0625,2.66666666666667,8,8,7,8,8,9,9,5,8,9,8,9,4,8,1,6,9,8,8,5,2,8,9,9,3.33333333333333,0.25,0.166666666666667,3,3,3,3,4,4,0,0,1,0,1,0,0,0,0,0,8,1,0,1,1,1,1,1,1,1,0,17.1428571428571,14.4,13.3333333333333,16.5,5,4,4,5,4,4,3,5,5,3,4,4,4,3,5,4,5,4,4,3,3,4,4,3,5,2
30,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,7,7,7,7,7,40,4,4,4,4,4,4,4,4,4,4,19,8,11,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,8.66666666666667,8.66666666666667,9.33333333333333,9,8.66666666666667,8.8125,1.66666666666667,8.33333333333333,9,9,9,9,9,9,2,8,9,9,9,1,8,1,10,9,9,8,9,2,8,8,8,3,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,8,2,1,1,0,0,1,1,1,1,0,17.7142857142857,16,20,18.5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,5,4,4,4,4,5,5,5,5,5,5,2
39,4,4,4,4,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,16,42,7,7,7,7,7,7,36,4,4,3,3,4,4,3,4,3,4,21,9,12,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,8.33333333333333,9.33333333333333,8.33333333333333,9,8.66666666666667,8.75,4,6.33333333333333,9,8,9,8,8,5,3,8,9,9,10,1,5,7,10,10,9,6,10,2,9,8,9,3.33333333333333,0.75,0,3,3,3,3,4,4,1,1,1,0,0,0,0,0,0,0,15,3,1,2,1,0,2,1,1,3,1,14.8571428571429,15.2,18.6666666666667,12.5,5,3,4,5,5,5,3,5,3,3,2,2,3,3,4,2,4,4,5,5,5,4,3,3,3,2
29,3,3,3,3,2,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,6,42,7,7,7,7,7,7,39,4,3,4,4,4,4,4,4,4,4,30,15,15,2,3,2,2,1,2,1,2,2,2,2,2,2,1,2,2,8,8.33333333333333,8,9,9,8.5,4,7.33333333333333,9,9,9,8,8,8,7,9,9,8,8,8,7,3,8,9,9,7,8,2,8,8,9,3,0.75,0.666666666666667,3,3,3,3,3,3,0,1,1,1,0,1,1,0,1,1,10,1,1,2,1,1,1,1,1,1,0,16.5714285714286,12.8,16,14.5,4,3,5,5,4,4,4,4,4,3,2,3,3,3,5,3,4,4,4,4,4,4,4,4,4,2
28,3,4,4,3,2,1,2,2,4,3,0,1,1,0,0,0,0,0,2,0,1,1,0,0,1,1,1,0,1,0,10,35,7,7,7,6,7,1,28,4,3,1,2,3,3,3,3,3,3,41,17,24,1,3,1,3,3,2,1,2,3,4,3,3,4,4,2,2,4.33333333333333,7,3.66666666666667,6.66666666666667,7.66666666666667,5.875,7,5.66666666666667,5,7,8,5,4,6,9,9,8,7,4,8,7,7,3,7,7,5,2,5,9,2,6,1.83333333333333,3.75,2.83333333333333,2,1,3,0,3,2,3,4,4,4,2,2,1,4,4,4,23,2,4,4,1,3,2,1,1,3,2,4.57142857142857,9.6,5.33333333333333,4,2,2,1,2,2,3,2,1,1,0,1,0,2,0,1,2,1,1,3,1,1,2,1,2,1,3
26,2,3,2,3,3,2,3,4,3,1,2,2,2,2,1,2,2,1,0,1,1,2,1,1,2,2,2,1,1,1,29,37,7,7,4,7,6,6,30,3,3,2,3,3,4,3,3,3,3,29,18,11,2,3,1,1,1,3,2,1,2,2,2,1,4,1,2,1,7.33333333333333,8,8,5.33333333333333,5.66666666666667,6.9375,6,7.66666666666667,6,5,7,7,7,6,7,5,6,8,8,7,7,4,9,7,4,9,9,7,9,7,8,2.5,0,0,4,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,20,2,3,3,2,0,3,1,2,2,2,14.8571428571429,13.6,17.3333333333333,12.5,4,3,4,5,4,4,2,5,3,2,2,1,2,2,4,3,4,4,3,4,5,4,3,5,4,4
37,4,4,3,4,4,4,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,42,7,7,7,7,7,7,37,4,2,4,4,4,4,4,3,4,4,35,17,18,2,3,2,2,2,2,2,3,3,2,1,2,3,2,2,2,8.66666666666667,8.66666666666667,9,9.33333333333333,10,9.125,3.33333333333333,9.33333333333333,9,10,9,9,8,10,4,10,10,9,9,4,9,3,8,10,9,10,9,3,8,9,9,3.5,1.75,1,4,4,3,3,3,4,1,2,2,2,2,2,1,0,1,0,14,2,1,3,1,0,2,1,1,2,1,18.2857142857143,16.8,18.6666666666667,18,5,4,5,5,5,5,4,5,5,3,3,3,4,4,5,4,5,5,5,5,4,5,5,5,5,3
30,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,38,6,6,6,7,7,6,39,4,3,4,4,4,4,4,4,4,4,39,21,18,3,3,3,2,3,2,2,2,3,2,2,2,3,2,3,2,5.33333333333333,6.33333333333333,6.33333333333333,5.66666666666667,6,5.875,4.66666666666667,6.33333333333333,5,6,6,7,5,7,4,5,6,6,6,7,5,5,7,7,6,7,5,5,7,5,5,2.16666666666667,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,2,1,2,1,1,1,2,1,2,1,14.8571428571429,12,8,13.5,4,2,3,4,3,3,4,4,4,3,3,3,3,3,5,3,4,4,4,2,2,2,2,4,4,2
21,2,2,2,2,3,2,2,2,2,2,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,2,13,32,6,6,6,6,6,2,28,3,2,2,3,3,3,3,3,3,3,44,20,24,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,5.33333333333333,6.66666666666667,5.33333333333333,5.66666666666667,3.66666666666667,5.375,3.66666666666667,5,6,4,7,6,5,6,5,3,6,6,6,3,3,3,5,4,5,6,5,3,7,5,6,1.83333333333333,2.25,1.5,2,3,2,1,2,1,2,2,2,3,2,2,1,1,2,1,26,2,3,3,3,2,3,2,3,2,3,14.8571428571429,10.4,10.6666666666667,11.5,3,3,5,5,3,2,2,3,3,3,2,3,2,1,5,2,4,2,3,2,2,4,4,3,4,3
37,4,4,4,2,4,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,1,8,37,6,7,7,7,7,3,39,4,4,3,4,4,4,4,4,4,4,35,17,18,1,3,2,3,1,1,2,3,2,3,4,3,4,1,1,1,7.33333333333333,7.66666666666667,6.33333333333333,6.66666666666667,7.33333333333333,7.0625,4.66666666666667,8.66666666666667,7,6,7,8,6,6,8,8,6,9,9,2,8,3,6,8,7,10,7,3,7,7,7,3.33333333333333,1.5,0.666666666666667,3,3,4,4,3,3,2,2,0,2,1,1,0,1,0,1,18,2,2,4,1,2,2,1,0,2,2,16,16,14.6666666666667,15,5,5,4,3,4,3,2,4,5,3,3,2,3,3,5,3,5,5,5,4,4,3,5,3,5,5
40,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7,7,7,7,7,1,39,4,3,4,4,4,4,4,4,4,4,27,17,10,1,3,1,1,1,4,2,1,2,1,2,1,4,1,1,1,9.33333333333333,9.33333333333333,10,9.66666666666667,9.66666666666667,9.625,1,9.33333333333333,10,10,10,9,10,10,1,9,9,9,9,0,9,1,10,10,10,10,10,1,9,9,10,3.33333333333333,0.5,1,3,3,3,3,4,4,2,0,0,0,1,1,1,1,1,1,9,1,1,2,0,0,0,1,0,4,0,18.2857142857143,16,20,18.5,5,5,4,4,5,5,5,5,5,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,2
26,3,3,2,3,2,2,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33333333333333,5,4.33333333333333,5.66666666666667,5.66666666666667,5.1875,5,4.33333333333333,7,6,5,4,5,4,5,5,5,6,5,4,4,5,4,6,5,5,5,5,5,5,5,2,1.25,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,22,3,2,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,3,3,2,3,3,3,3,3,3,3,2,1,1,1,1,2,1,1,0,1,1,2,1,1,2,1,1,1,0,1,22,41,7,7,7,7,7,6,30,4,2,3,3,3,3,3,3,3,3,39,19,20,2,3,3,3,2,3,2,3,2,2,3,3,2,2,2,2,8.66666666666667,6,7.66666666666667,7.33333333333333,9,7.8125,3.33333333333333,8.33333333333333,7,9,8,8,8,8,4,9,7,9,8,2,8,4,8,9,8,9,7,2,2,9,9,2.66666666666667,1.25,1,4,4,2,1,3,2,1,2,1,1,1,1,1,1,1,1,14,2,2,2,1,1,1,1,1,2,1,15.4285714285714,14.4,12,15.5,4,4,4,5,4,4,4,4,4,3,3,4,3,2,5,2,4,4,4,3,2,4,4,5,5,3
25,3,3,3,1,2,3,2,2,3,3,2,2,2,1,0,3,2,1,0,1,3,2,3,2,3,3,3,2,2,2,39,37,7,7,6,6,7,4,29,3,3,2,3,3,3,3,3,3,3,47,24,23,3,4,3,2,2,2,3,3,3,3,2,3,4,2,4,4,4.66666666666667,5,6.66666666666667,6,6.33333333333333,5.6875,6.66666666666667,3,6,4,4,4,5,8,8,7,6,5,5,6,0,7,7,8,6,5,5,5,6,4,5,1.33333333333333,3,3.16666666666667,1,1,1,2,2,1,3,3,3,3,3,3,3,4,3,3,25,3,3,3,2,2,2,2,3,3,2,13.7142857142857,9.6,16,14.5,4,2,3,4,3,3,2,3,2,2,1,4,3,3,5,4,4,2,2,3,5,4,4,5,5,3
38,4,4,3,4,4,4,3,4,4,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,9,40,7,6,7,7,7,6,39,4,3,4,4,4,4,4,4,4,4,29,14,15,4,3,2,1,4,1,1,2,1,1,1,2,3,1,1,1,8.66666666666667,9.66666666666667,8.33333333333333,7.33333333333333,8.66666666666667,8.5625,1.66666666666667,9,8,8,10,9,9,7,1,8,6,9,10,1,8,2,9,10,8,10,9,2,9,8,9,2.33333333333333,1.25,0.333333333333333,2,2,2,4,2,2,1,1,2,1,0,0,0,0,1,1,13,1,1,1,1,1,4,1,1,1,1,17.7142857142857,14.4,12,18.5,5,4,4,5,4,4,4,5,5,3,3,4,4,4,5,4,5,5,5,4,2,3,5,5,5,2
20,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,0,1,1,1,1,0,1,0,1,1,1,0,0,16,42,7,7,7,7,7,7,27,2,3,3,3,3,3,2,3,2,3,46,21,25,2,4,1,3,3,3,2,4,3,3,2,3,4,2,4,3,2.66666666666667,4,4.33333333333333,6,6,4.5625,5.33333333333333,5.66666666666667,6,5,5,7,2,7,8,6,7,3,4,6,3,2,3,7,5,7,3,6,3,3,4,2.16666666666667,2,1.33333333333333,2,2,2,2,3,2,2,2,2,2,1,1,1,1,2,2,31,3,3,4,2,3,4,2,4,3,3,12.5714285714286,8.8,5.33333333333333,15.5,2,2,5,4,2,2,2,4,5,1,1,3,4,3,5,4,2,1,1,1,1,2,2,5,5,5
38,4,4,3,4,3,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,8,41,7,7,7,7,7,6,40,4,4,4,4,4,4,4,4,4,4,26,15,11,2,1,1,2,1,3,1,1,2,2,2,2,3,1,1,1,8.33333333333333,8.66666666666667,9,8.66666666666667,8.66666666666667,8.625,2.33333333333333,8.33333333333333,8,8,9,8,8,9,2,9,9,9,9,3,8,2,9,9,9,9,9,3,8,8,8,3.5,0.25,0,3,4,3,4,4,3,1,0,0,0,0,0,0,0,0,0,13,2,2,2,1,1,1,1,0,2,1,18.2857142857143,16.8,17.3333333333333,18.5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,5,4,5,5,5,5,4,4,5,5,5,2
39,4,4,3,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,1,0,0,1,8,42,7,7,7,7,7,7,40,4,4,4,4,4,4,4,4,4,4,25,10,15,1,3,1,2,1,1,1,2,1,2,1,2,3,2,1,1,8.66666666666667,9,9,9.33333333333333,9.33333333333333,9.0625,2.33333333333333,8.66666666666667,9,10,10,9,9,9,5,8,9,9,9,0,8,1,10,10,10,9,8,1,8,8,9,3,0.5,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,6,1,1,2,0,0,0,0,1,1,0,17.7142857142857,12.8,16,16.5,5,5,5,5,4,4,5,4,4,4,3,4,4,3,5,2,5,5,4,4,3,5,4,5,5,1
36,4,4,3,3,4,3,3,4,4,4,1,1,1,1,0,1,0,0,0,0,0,1,0,0,2,1,0,1,1,0,11,41,7,7,7,6,7,7,38,4,3,3,4,4,4,4,4,4,4,42,22,20,2,3,3,3,3,3,2,2,3,2,2,3,4,2,3,2,8.33333333333333,7,7.66666666666667,6.66666666666667,7.33333333333333,7.5,3.33333333333333,7.66666666666667,6,7,6,7,8,7,4,7,6,9,8,7,7,3,8,8,8,9,8,3,7,8,9,2.16666666666667,1,1.66666666666667,2,2,2,3,2,2,0,1,1,2,1,1,1,1,3,3,19,2,2,2,1,2,3,2,3,1,1,17.1428571428571,12.8,13.3333333333333,16.5,5,4,5,5,4,4,4,4,4,2,2,3,4,3,5,4,4,5,4,3,3,4,5,5,5,2
38,4,4,4,4,4,4,3,3,4,4,2,2,2,0,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,23,42,7,7,7,7,7,7,33,4,4,3,3,3,4,3,3,3,3,24,11,13,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,8,8.33333333333333,7.33333333333333,7.33333333333333,8.66666666666667,7.9375,3.66666666666667,9.66666666666667,7,8,8,10,8,8,7,8,8,8,8,3,9,2,7,10,7,10,7,2,9,8,8,3,1.25,0.666666666666667,3,3,4,2,4,2,1,1,2,1,0,1,0,1,1,1,9,2,1,3,0,1,0,1,0,1,0,18.2857142857143,15.2,17.3333333333333,17,5,5,5,5,5,5,4,4,5,3,3,4,4,4,5,4,5,5,4,4,5,4,4,4,5,2
40,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,7,7,7,7,7,40,4,4,4,4,4,4,4,4,4,4,17,8,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9.33333333333333,10,10,10,9.875,0,10,10,10,10,10,10,10,0,10,10,10,10,0,10,0,10,10,10,10,10,0,8,10,10,4,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4285714285714,16,20,18.5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,1
